date,OT,dgs1mo,dbaa,t5yifr
2021-08-06,14835.75977,0.04,3.25,2.24
2021-08-09,14860.17969,0.04,3.28,2.24
2021-08-10,14788.08984,0.05,3.31,2.27
2021-08-11,14765.13965,0.05,3.34,2.29
2021-08-12,14816.25977,0.05,3.35,2.27
2021-08-13,14822.90039,0.04,3.27,2.22
2021-08-16,14793.75977,0.04,3.23,2.22
2021-08-17,14656.17969,0.03,3.24,2.17
2021-08-18,14525.91016,0.03,3.24,2.16
2021-08-19,14541.79004,0.04,3.22,2.11
2021-08-20,14714.66016,0.04,3.22,2.14
2021-08-23,14942.65039,0.04,3.22,2.11
2021-08-24,15019.79981,0.03,3.24,2.15
2021-08-25,15041.86035,0.04,3.28,2.19
2021-08-26,14945.80957,0.04,3.26,2.16
2021-08-27,15129.5,0.04,3.23,2.25
2021-08-30,15265.88965,0.04,3.21,2.23
2021-08-31,15259.24023,0.03,3.24,2.18
2021-09-01,15309.37988,0.04,3.23,2.2
2021-09-02,15331.17969,0.05,3.21,2.17
2021-09-03,15363.51953,0.04,3.24,2.2
2021-09-07,15374.33008,0.04,3.29,2.21
2021-09-08,15286.63965,0.05,3.26,2.23
2021-09-09,15248.25,0.07,3.2,2.21
2021-09-10,15115.49023,0.06,3.23,2.25
2021-09-13,15105.58008,0.06,3.2,2.21
2021-09-14,15037.75977,0.05,3.15,2.17
2021-09-15,15161.53027,0.04,3.16,2.19
2021-09-16,15181.91992,0.06,3.18,2.17
2021-09-17,15043.96973,0.06,3.2,2.15
2021-09-20,14713.90039,0.06,3.15,2.15
2021-09-21,14746.40039,0.05,3.16,2.14
2021-09-22,14896.84961,0.04,3.15,2.15
2021-09-23,15052.24023,0.05,3.22,2.14
2021-09-24,15047.7002,0.06,3.27,2.21
2021-09-27,14969.96973,0.06,3.26,2.2
2021-09-28,14546.67969,0.07,3.34,2.23
2021-09-29,14512.44043,0.05,3.36,2.22
2021-09-30,14448.58008,0.07,3.37,2.23
2021-10-01,14566.7002,0.08,3.33,2.25
2021-10-04,14255.48047,0.09,3.34,2.23
2021-10-05,14433.83008,0.1,3.38,2.31
2021-10-06,14501.91016,0.06,3.37,2.29
2021-10-07,14654.01953,0.03,3.43,2.31
2021-10-08,14579.54004,0.02,3.45,2.36
2021-10-12,14465.91992,0.03,3.41,2.34
2021-10-13,14571.63965,0.03,3.35,2.36
2021-10-14,14823.42969,0.05,3.33,2.35
2021-10-15,14897.33984,0.04,3.35,2.41
2021-10-18,15021.80957,0.05,3.31,2.37
2021-10-19,15129.08984,0.06,3.37,2.37
2021-10-20,15121.67969,0.06,3.4,2.37
2021-10-21,15215.7002,0.06,3.42,2.34
2021-10-22,15090.2002,0.05,3.38,2.37
2021-10-25,15226.70996,0.07,3.37,2.37
2021-10-26,15235.70996,0.06,3.34,2.39
2021-10-27,15235.83984,0.06,3.23,2.34
2021-10-28,15448.12012,0.06,3.26,2.24
2021-10-29,15498.38965,0.06,3.24,2.13
2021-11-01,15595.91992,0.05,3.27,2.14
2021-11-02,15649.59961,0.05,3.27,2.18
2021-11-03,15811.58008,0.05,3.3,2.2
2021-11-04,15940.30957,0.05,3.26,2.24
2021-11-05,15971.58984,0.05,3.18,2.21
2021-11-08,15982.36035,0.04,3.18,2.3
2021-11-09,15886.54004,0.04,3.13,2.3
2021-11-10,15622.70996,0.06,3.22,2.32
2021-11-12,15860.95996,0.05,3.27,2.35
2021-11-15,15853.84961,0.06,3.33,2.35
2021-11-16,15973.86035,0.06,3.35,2.29
2021-11-17,15921.57031,0.06,3.34,2.26
2021-11-18,15993.70996,0.12,3.32,2.35
2021-11-19,16057.44043,0.11,3.27,2.28
2021-11-22,15854.75977,0.07,3.34,2.24
2021-11-23,15775.13965,0.06,3.4,2.24
2021-11-24,15845.23047,0.14,3.36,2.19
2021-11-26,15491.66016,0.11,3.3,2.18
2021-11-29,15782.83008,0.07,3.33,2.17
2021-11-30,15537.69043,0.11,3.24,2.2
2021-12-01,15254.04981,0.09,3.24,2.18
2021-12-02,15381.32031,0.05,3.24,2.21
2021-12-03,15085.46973,0.04,3.16,2.14
2021-12-06,15225.15039,0.05,3.22,2.09
2021-12-07,15686.91992,0.05,3.23,2.1
2021-12-08,15786.99023,0.04,3.31,2.16
2021-12-09,15517.37012,0.03,3.3,2.14
2021-12-10,15630.59961,0.03,3.31,2.12
2021-12-13,15413.28027,0.01,3.24,2.07
2021-12-14,15237.63965,0.02,3.26,2.08
2021-12-15,15565.58008,0.03,3.3,2.11
2021-12-16,15180.42969,0.04,3.31,2.14
2021-12-17,15169.67969,0.03,3.28,2.11
2021-12-20,14980.94043,0.03,3.32,2.13
2021-12-21,15341.08984,0.03,3.36,2.19
2021-12-22,15521.88965,0.03,3.32,2.24
2021-12-23,15653.37012,0.04,3.36,2.22
2021-12-27,15871.25977,0.04,3.34,2.25
2021-12-28,15781.71973,0.03,3.35,2.22
2021-12-29,15766.21973,0.01,3.4,2.23
2021-12-30,15741.55957,0.06,3.37,2.3
2022-01-03,15832.79981,0.05,3.45,2.25
2022-01-04,15622.71973,0.06,3.5,2.21
2022-01-05,15100.16992,0.05,3.51,2.19
2022-01-06,15080.86035,0.04,3.51,2.15
2022-01-07,14935.90039,0.05,3.54,2.18
2022-01-10,14942.83008,0.05,3.54,2.19
2022-01-11,15153.4502,0.04,3.51,2.21
2022-01-12,15188.38965,0.04,3.51,2.14
2022-01-13,14806.80957,0.05,3.5,2.09
2022-01-14,14893.75,0.05,3.57,2.09
2022-01-18,14506.90039,0.05,3.65,2.12
2022-01-19,14340.25977,0.05,3.6,2.07
2022-01-20,14154.01953,0.05,3.62,1.92
2022-01-21,13768.91992,0.05,3.59,1.98
2022-01-24,13855.12988,0.05,3.64,2.02
2022-01-25,13539.29004,0.05,3.69,2.04
2022-01-26,13542.12012,0.06,3.69,2.01
2022-01-27,13352.78027,0.04,3.67,2.04
2022-01-28,13770.57031,0.04,3.69,2.08
2022-01-31,14239.87988,0.03,3.72,2.06
2022-02-01,14346.0,0.04,3.73,2.06
2022-02-02,14417.54981,0.04,3.69,2.03
2022-02-03,13878.82031,0.03,3.74,2.0
2022-02-04,14098.00977,0.05,3.85,2.04
2022-02-07,14015.66992,0.03,3.85,2.05
2022-02-08,14194.4502,0.03,3.87,2.07
2022-02-09,14490.37012,0.04,3.86,2.06
2022-02-10,14185.63965,0.05,3.94,2.09
2022-02-11,13791.15039,0.03,3.92,2.04
2022-02-14,13790.91992,0.03,3.98,2.05
2022-02-15,14139.75977,0.02,4.04,2.07
2022-02-16,14124.08984,0.03,4.08,2.05
2022-02-17,13716.71973,0.06,4.09,1.99
2022-02-18,13548.07031,0.03,4.05,1.96
2022-02-22,13381.51953,0.03,4.07,2.01
2022-02-23,13037.49023,0.02,4.09,2.05
2022-02-24,13473.58984,0.05,4.2,2.05
2022-02-25,13694.62012,0.03,4.17,2.06
2022-02-28,13751.40039,0.06,4.17,2.13
2022-03-01,13532.45996,0.11,3.97,2.1
2022-03-02,13752.01953,0.13,4.1,2.19
2022-03-03,13537.94043,0.19,4.1,2.21
2022-03-04,13313.44043,0.15,4.05,2.15
2022-03-07,12830.95996,0.17,4.1,2.25
2022-03-08,12795.54981,0.16,4.21,2.37
2022-03-09,13255.54981,0.18,4.26,2.35
2022-03-10,13129.95996,0.19,4.36,2.3
2022-03-11,12843.80957,0.17,4.35,2.36
2022-03-14,12581.21973,0.23,4.47,2.36
2022-03-15,12948.62012,0.22,4.51,2.26
2022-03-16,13436.54981,0.24,4.42,2.26
2022-03-17,13614.78027,0.2,4.37,2.31
2022-03-18,13893.83984,0.19,4.28,2.24
2022-03-21,13838.45996,0.22,4.39,2.28
2022-03-22,14108.82031,0.2,4.43,2.3
2022-03-23,13922.59961,0.15,4.35,2.31
2022-03-24,14191.83984,0.16,4.35,2.27
2022-03-25,14169.29981,0.17,4.44,2.31
2022-03-28,14354.90039,0.19,4.4,2.34
2022-03-29,14619.63965,0.18,4.32,2.32
2022-03-30,14442.26953,0.16,4.28,2.31
2022-03-31,14220.51953,0.17,4.25,2.34
2022-04-01,14261.5,0.15,4.2,2.32
2022-04-04,14532.54981,0.18,4.23,2.32
2022-04-05,14204.16992,0.18,4.31,2.37
2022-04-06,13888.82031,0.21,4.38,2.38
2022-04-07,13897.29981,0.21,4.44,2.38
2022-04-08,13711.0,0.2,4.5,2.41
2022-04-11,13411.95996,0.22,4.61,2.45
2022-04-12,13371.57031,0.21,4.64,2.41
2022-04-13,13643.58984,0.26,4.64,2.35
2022-04-14,13351.08008,0.37,4.76,2.45
2022-04-18,13332.36035,0.38,4.79,2.48
2022-04-19,13619.66016,0.37,4.84,2.5
2022-04-20,13453.07031,0.35,4.76,2.48
2022-04-21,13174.65039,0.5,4.83,2.67
2022-04-22,12839.29004,0.46,4.86,2.59
2022-04-25,13004.84961,0.4,4.84,2.55
2022-04-26,12490.74023,0.38,4.83,2.45
2022-04-27,12488.92969,0.37,4.87,2.48
2022-04-28,12871.53027,0.37,4.91,2.55
2022-04-29,12334.63965,0.37,4.94,2.46
2022-05-02,12536.01953,0.41,5.07,2.41
2022-05-03,12563.75977,0.48,5.02,2.45
2022-05-04,12964.86035,0.49,5.01,2.48
2022-05-05,12317.69043,0.49,5.15,2.51
2022-05-06,12144.66016,0.48,5.21,2.5
2022-05-09,11623.25,0.51,5.22,2.44
2022-05-10,11737.66992,0.57,5.15,2.38
2022-05-11,11364.24023,0.59,5.08,2.4
2022-05-12,11370.95996,0.61,5.04,2.29
2022-05-13,11805.0,0.67,5.17,2.35
2022-05-16,11662.79004,0.64,5.17,2.32
2022-05-17,11984.51953,0.61,5.25,2.34
2022-05-18,11418.15039,0.56,5.2,2.39
2022-05-19,11388.5,0.65,5.21,2.21
2022-05-20,11354.62012,0.63,5.14,2.22
2022-05-23,11535.26953,0.55,5.19,2.28
2022-05-24,11264.4502,0.55,5.1,2.23
2022-05-25,11434.74023,0.58,5.04,2.24
2022-05-26,11740.65039,0.71,5.0,2.28
2022-05-27,12131.12988,0.69,5.0,2.31
2022-05-31,12081.38965,0.73,5.03,2.32
2022-06-01,11994.45996,0.77,5.02,2.34
2022-06-02,12316.90039,0.85,5.02,2.35
2022-06-03,12012.73047,0.87,5.05,2.44
2022-06-06,12061.37012,0.88,5.12,2.47
2022-06-07,12175.23047,0.87,5.05,2.43
2022-06-08,12086.26953,0.89,5.1,2.44
2022-06-09,11754.23047,1.05,5.11,2.42
2022-06-10,11340.01953,1.1,5.19,2.39
2022-06-13,10809.23047,1.13,5.41,2.37
2022-06-14,10828.34961,1.19,5.48,2.32
2022-06-15,11099.15039,1.21,5.43,2.4
2022-06-16,10646.09961,1.19,5.41,2.37
2022-06-17,10798.34961,1.15,5.38,2.36
2022-06-21,11069.29981,1.08,5.44,2.38
2022-06-22,11053.08008,0.98,5.33,2.34
2022-06-23,11232.19043,1.12,5.29,2.31
2022-06-24,11607.62012,1.19,5.35,2.3
2022-06-27,11524.54981,1.16,5.39,2.31
2022-06-28,11181.54004,1.12,5.42,2.23
2022-06-29,11177.88965,1.12,5.34,2.13
2022-06-30,11028.74023,1.28,5.29,2.08
2022-07-01,11127.84961,1.27,5.3,2.08
2022-07-05,11322.24023,1.33,5.23,2.09
2022-07-06,11361.84961,1.36,5.32,2.1
2022-07-07,11621.34961,1.55,5.34,2.13
2022-07-08,11635.30957,1.57,5.4,2.12
2022-07-11,11372.59961,1.58,5.31,2.08
2022-07-12,11264.73047,1.63,5.27,2.14
2022-07-13,11247.58008,1.78,5.23,2.11
2022-07-14,11251.19043,1.99,5.27,2.14
2022-07-15,11452.41992,1.98,5.23,2.13
2022-07-18,11360.04981,1.96,5.24,2.11
2022-07-19,11713.15039,1.93,5.27,2.11
2022-07-20,11897.65039,1.92,5.24,2.09
2022-07-21,12059.61035,2.15,5.14,2.11
2022-07-22,11834.11035,2.15,5.05,2.12
2022-07-25,11782.66992,2.14,5.12,2.14
2022-07-26,11562.57031,2.17,5.1,2.16
2022-07-27,12032.41992,2.14,5.08,2.23
2022-07-28,12162.58984,2.2,5.1,2.29
2022-07-29,12390.69043,2.22,5.03,2.33
2022-08-01,12368.98047,2.22,4.98,2.3
2022-08-02,12348.75977,2.22,5.04,2.27
2022-08-03,12668.16016,2.2,5.02,2.28
2022-08-04,12720.58008,2.19,5.0,2.28
2022-08-05,12657.54981,2.21,5.12,2.28
2022-08-08,12644.45996,2.23,5.03,2.31
2022-08-09,12493.92969,2.23,5.06,2.28
2022-08-10,12854.79981,2.24,5.07,2.25
2022-08-11,12779.91016,2.24,5.16,2.27
2022-08-12,13047.19043,2.23,5.11,2.27
2022-08-15,13128.04981,2.27,5.06,2.26
2022-08-16,13102.54981,2.26,5.09,2.27
2022-08-17,12938.12012,2.22,5.13,2.27
2022-08-18,12965.33984,2.23,5.12,2.34
2022-08-19,12705.21973,2.23,5.23,2.38
2022-08-22,12381.57031,2.27,5.27,2.4
2022-08-23,12381.29981,2.28,5.29,2.39
2022-08-24,12431.53027,2.29,5.34,2.45
2022-08-25,12639.26953,2.42,5.24,2.43
2022-08-26,12141.70996,2.39,5.23,2.41
2022-08-29,12017.66992,2.45,5.31,2.45
2022-08-30,11883.13965,2.43,5.28,2.43
2022-08-31,11816.2002,2.4,5.33,2.38
2022-09-01,11785.12988,2.53,5.48,2.38
2022-09-02,11630.86035,2.49,5.44,2.39
2022-09-06,11544.91016,2.44,5.6,2.4
2022-09-07,11791.90039,2.3,5.51,2.39
2022-09-08,11862.12988,2.57,5.54,2.36
2022-09-09,12112.30957,2.57,5.53,2.33
2022-09-12,12266.41016,2.62,5.57,2.32
2022-09-13,11633.57031,2.55,5.6,2.32
2022-09-14,11719.67969,2.54,5.56,2.3
2022-09-15,11552.36035,2.76,5.57,2.29
2022-09-16,11448.40039,2.68,5.63,2.27
2022-09-19,11535.01953,2.62,5.64,2.24
2022-09-20,11425.04981,2.57,5.7,2.32
2022-09-21,11220.19043,2.59,5.63,2.29
2022-09-22,11066.80957,2.73,5.78,2.37
2022-09-23,10867.92969,2.67,5.78,2.36
2022-09-26,10802.91992,2.73,5.89,2.31
2022-09-27,10829.5,2.71,6.05,2.31
2022-09-28,11051.63965,2.63,5.97,2.29
2022-09-29,10737.50977,2.78,6.03,2.2
2022-09-30,10575.62012,2.79,6.07,2.16
2022-10-03,10815.42969,2.87,5.96,2.22
2022-10-04,11176.41016,2.91,5.89,2.2
2022-10-05,11148.63965,2.89,5.98,2.18
2022-10-06,11073.30957,3.05,5.99,2.15
2022-10-07,10652.40039,3.03,6.06,2.18
2022-10-11,10426.19043,3.07,6.16,2.26
2022-10-12,10417.09961,3.07,6.18,2.26
2022-10-13,10649.15039,3.35,6.25,2.3
2022-10-14,10321.38965,3.3,6.28,2.38
2022-10-17,10675.79981,3.3,6.3,2.42
2022-10-18,10772.40039,3.25,6.29,2.4
2022-10-19,10680.50977,3.31,6.39,2.38
2022-10-20,10614.83984,3.58,6.48,2.37
2022-10-21,10859.71973,3.55,6.57,2.35
2022-10-24,10952.61035,3.57,6.59,2.46
2022-10-25,11199.12012,3.56,6.47,2.4
2022-10-26,10970.99023,3.54,6.37,2.32
2022-10-27,10792.66992,3.76,6.3,2.33
2022-10-28,11102.4502,3.75,6.32,2.4
2022-10-31,10988.15039,3.73,6.38,2.37
2022-11-01,10890.84961,3.72,6.29,2.37
2022-11-02,10524.79981,3.7,6.28,2.38
2022-11-03,10342.94043,3.75,6.33,2.26
2022-11-04,10475.25,3.73,6.39,2.35
2022-11-07,10564.51953,3.78,6.44,2.39
2022-11-08,10616.2002,3.66,6.37,2.39
2022-11-09,10353.16992,3.65,6.45,2.31
2022-11-10,11114.15039,3.71,6.18,2.31
2022-11-14,11196.21973,3.72,6.15,2.32
2022-11-15,11358.41016,3.77,6.03,2.3
2022-11-16,11183.66016,3.81,5.91,2.23
2022-11-17,11144.95996,3.93,5.95,2.24
2022-11-18,11146.05957,3.93,5.95,2.22
2022-11-21,11024.50977,3.97,5.91,2.28
2022-11-22,11174.41016,3.97,5.83,2.29
2022-11-23,11285.32031,4.12,5.73,2.31
2022-11-25,11226.36035,4.16,5.74,2.3
2022-11-28,11049.5,4.11,5.74,2.23
2022-11-29,10983.78027,4.08,5.81,2.2
2022-11-30,11468.0,4.07,5.83,2.27
2022-12-01,11482.4502,4.04,5.62,2.27
2022-12-02,11461.5,3.91,5.54,2.35
2022-12-05,11239.94043,3.93,5.59,2.32
2022-12-06,11014.88965,3.87,5.48,2.24
2022-12-07,10958.54981,3.79,5.37,2.19
2022-12-08,11082.0,3.75,5.39,2.2
2022-12-09,11004.62012,3.81,5.47,2.22
2022-12-12,11143.74023,3.86,5.49,2.21
2022-12-13,11256.80957,3.89,5.42,2.17
2022-12-14,11170.88965,3.91,5.44,2.13
2022-12-15,10810.53027,3.95,5.41,2.11
2022-12-16,10705.41016,3.94,5.46,2.12
2022-12-19,10546.03027,3.95,5.55,2.11
2022-12-20,10547.11035,3.89,5.68,2.22
2022-12-21,10709.37012,3.9,5.69,2.23
2022-12-22,10476.12012,3.8,5.66,2.14
2022-12-23,10497.86035,3.8,5.75,2.11
2022-12-27,10353.23047,3.87,5.86,2.19
2022-12-28,10213.29004,3.86,5.89,2.23
2022-12-29,10478.08984,4.04,5.84,2.22
2022-12-30,10466.48047,4.12,5.87,2.27
2023-01-03,10386.98047,4.17,5.82,2.23
2023-01-04,10458.75977,4.2,5.76,2.23
2023-01-05,10305.24023,4.3,5.74,2.22
2023-01-06,10569.29004,4.32,5.62,2.24
2023-01-09,10635.65039,4.37,5.55,2.26
2023-01-10,10742.62988,4.41,5.63,2.28
2023-01-11,10931.66992,4.42,5.53,2.25
2023-01-12,11001.09961,4.57,5.4,2.21
2023-01-13,11079.16016,4.58,5.44,2.16
2023-01-17,11095.11035,4.6,5.44,2.16
2023-01-18,10957.00977,4.59,5.33,2.15
2023-01-19,10852.26953,4.69,5.38,2.19
2023-01-20,11140.42969,4.69,5.46,2.23
2023-01-23,11364.41016,4.69,5.48,2.28
2023-01-24,11334.26953,4.7,5.4,2.25
2023-01-25,11313.36035,4.67,5.42,2.3
2023-01-26,11512.41016,4.61,5.4,2.34
2023-01-27,11621.70996,4.61,5.4,2.33
2023-01-30,11393.80957,4.6,5.42,2.28
2023-01-31,11584.54981,4.58,5.42,2.21
2023-02-01,11816.32031,4.59,5.3,2.21
2023-02-02,12200.82031,4.62,5.28,2.18
2023-02-03,12006.9502,4.61,5.36,2.17
2023-02-06,11887.4502,4.61,5.4,2.17
2023-02-07,12113.79004,4.62,5.45,2.22
2023-02-08,11910.51953,4.64,5.46,2.22
2023-02-09,11789.58008,4.66,5.51,2.21
2023-02-10,11718.12012,4.66,5.59,2.19
2023-02-13,11891.79004,4.66,5.56,2.18
2023-02-14,11960.15039,4.63,5.58,2.17
2023-02-15,12070.58984,4.64,5.63,2.19
2023-02-16,11855.83008,4.66,5.7,2.22
2023-02-17,11787.26953,4.64,5.71,2.22
2023-02-21,11492.29981,4.63,5.82,2.26
2023-02-22,11507.07031,4.62,5.78,2.3
2023-02-23,11590.40039,4.66,5.74,2.28
2023-02-24,11394.94043,4.68,5.81,2.29
2023-02-27,11466.98047,4.67,5.79,2.23
2023-02-28,11455.54004,4.65,5.82,2.28
2023-03-01,11379.48047,4.67,5.85,2.29
2023-03-02,11462.98047,4.75,5.9,2.31
2023-03-03,11689.00977,4.75,5.76,2.33
2023-03-06,11675.74023,4.75,5.77,2.28
2023-03-07,11530.33008,4.8,5.76,2.22
2023-03-08,11576.0,4.77,5.77,2.17
2023-03-09,11338.34961,4.83,5.78,2.17
2023-03-10,11138.88965,4.81,5.66,2.18
2023-03-13,11188.83984,4.62,5.69,2.22
2023-03-14,11428.15039,4.47,5.75,2.27
2023-03-15,11434.04981,4.23,5.73,2.25
2023-03-16,11717.28027,4.22,5.72,2.18
2023-03-17,11630.50977,4.31,5.6,2.1
2023-03-20,11675.54004,4.34,5.66,2.14
2023-03-21,11860.11035,4.07,5.7,2.21
2023-03-22,11669.95996,4.16,5.64,2.25
2023-03-23,11787.40039,4.26,5.64,2.12
2023-03-24,11823.95996,4.28,5.62,2.23
2023-03-27,11768.83984,4.22,5.72,2.21
2023-03-28,11716.08008,4.24,5.74,2.28
2023-03-29,11926.24023,4.34,5.72,2.28
2023-03-30,12013.46973,4.74,5.66,2.28
2023-03-31,12221.91016,4.74,5.59,2.24
2023-04-03,12189.4502,4.7,5.54,2.19
2023-04-04,12126.33008,4.66,5.45,2.18
2023-04-05,11996.86035,4.62,5.44,2.17
2023-04-06,12087.95996,4.57,5.41,2.17
2023-04-10,12084.36035,4.53,5.5,2.2
2023-04-11,12031.87988,4.27,5.48,2.22
2023-04-12,11929.33984,4.27,5.49,2.25
2023-04-13,12166.26953,4.08,5.52,2.29
2023-04-14,12123.46973,4.29,5.57,2.29
2023-04-17,12157.71973,4.09,5.62,2.29
2023-04-18,12153.41016,3.89,5.59,2.23
2023-04-19,12157.23047,3.95,5.61,2.23
2023-04-20,12059.55957,3.4,5.59,2.24
2023-04-21,12072.45996,3.36,5.61,2.26
2023-04-24,12037.2002,3.54,5.56,2.23
2023-04-25,11799.16016,4.11,5.49,2.24
2023-04-26,11854.34961,3.91,5.54,2.24
2023-04-27,12142.24023,4.27,5.6,2.25
2023-04-28,12226.58008,4.35,5.52,2.16
2023-05-01,12212.59961,4.49,5.65,2.22
2023-05-02,12080.50977,4.56,5.6,2.22
2023-05-03,12025.33008,4.7,5.58,2.21
2023-05-04,11966.40039,5.76,5.61,2.25
2023-05-05,12235.41016,5.59,5.64,2.23
2023-05-08,12256.91992,5.51,5.72,2.24
2023-05-09,12179.54981,5.56,5.74,2.24
2023-05-10,12306.44043,5.5,5.69,2.21
2023-05-11,12328.50977,5.81,5.64,2.22
2023-05-12,12284.74023,5.79,5.67,2.25
2023-05-15,12365.20996,5.64,5.77,2.26
2023-05-16,12343.04981,5.58,5.82,2.27
2023-05-17,12500.57031,5.5,5.83,2.28
2023-05-18,12688.83984,5.59,5.85,2.3
2023-05-19,12657.90039,5.62,5.88,2.29
2023-05-22,12720.78027,5.69,5.91,2.3
2023-05-23,12560.25,5.67,5.89,2.31
2023-05-24,12484.16016,5.73,5.91,2.36
2023-05-25,12698.08984,5.95,5.93,2.38
2023-05-26,12975.69043,6.02,5.9,2.33
2023-05-30,13017.42969,5.31,5.83,2.32
2023-05-31,12935.29004,5.28,5.8,2.29
2023-06-01,13100.98047,5.3,5.76,2.25
2023-06-02,13240.76953,5.28,5.8,2.23
2023-06-05,13229.42969,5.25,5.79,2.23
2023-06-06,13276.41992,5.15,5.78,2.26
